goodreads_id,isbn13,isbn10,title,author,additional_authors,description,page_count,published_date,publisher,cover_url,cover_filename,genres,series_name,volume_number,binding,average_rating,user_rating,user_review,user_status,user_shelves,date_added,date_read,audience,intensity,moods,classification_confidence,mood_darkness,pacing_speed,complexity_score,emotional_intensity,plot_archetype,prose_style,setting_atmosphere,vibe_confidence
,9780312567484,,Tempted,"P.C. Cast (Goodreads Author)",,"So…you’d think after banishing an immortal being and a fallen High Priestess, saving Stark’s life, biting Heath, getting a headache from Erik, and almost dying, Zoey Redbird would catch a break. Sadly, a break is not in the House of Night school forecast for the High Priestess in training and her gang.Juggling three guys is anything but a stress reliever, especially when one of them is a sexy Warrior who is so into protecting Zoey that he can sense her emotions. Speaking of stress, the dark force lurking in the tunnels under the Tulsa Depot is spreading, and Zoey is beginning to believe Stevie Rae could be responsible for a lot more than a group of misfit red fledglings. Aphrodite’s visions warn Zoey to stay away from Kalona and his dark allure, but they also show that it is Zoey who has the power to stop the evil immortal.Soon it becomes obvious that Zoey has no choice: if she doesn’t go to Kalona he will exact a fiery vengeance on those closest to her. Will Zoey have the courage to chance losing her life, her heart, and her soul?",319,2009,Atom,https://covers.openlibrary.org/b/isbn/9780312567484-L.jpg,9780312567484.jpg,"nyt:series_books=2009-05-30, Zoey Redbird (Fictitious character), Vampires, Paranormal fiction, Revenge, Fiction, Supernatural, New York Times bestseller, Teenage girls, Good and evil, Children's fiction, Fantasy fiction, Vampires, fiction, Occultism, fiction, Horror stories, Vampyrer, Barn- och ungdomslitteratur, Juvenile fiction, Redbird, Zoey (Personnage fictif), Romans, nouvelles, etc. pour la jeunesse, Adolescentes, Vengeance","House of Night",6,Paperback,3.95,,,want_to_read,,,,young_adult,moderate,"romantic, suspenseful, adventurous",0.95,7,8,3,8,chosen_one,conversational,urban,0.9
,9780141340159,,Cress,"Marissa Meyer",,"In this third book in the Lunar Chronicles, Cinder and Captain Thorne are fugitives on the run, now with Scarlet and Wolf in tow. Together, they're plotting to overthrow Queen Levana and her army.Their best hope lies with Cress, a girl imprisoned on a satellite since childhood who's only ever had her netscreens as company. All that screen time has made Cress an excellent hacker. Unfortunately, she's just received orders from Levana to track down Cinder and her handsome accomplice.When a daring rescue of Cress goes awry, the group is separated. Cress finally has her freedom, but it comes at a higher price. Meanwhile, Queen Levana will let nothing prevent her marriage to Emperor Kai. Cress, Scarlet, and Cinder may not have signed up to save the world, but they may be the only hope the world has.",552,2014,"Feiwel & Friends",https://covers.openlibrary.org/b/isbn/9780141340159-L.jpg,9780141340159.jpg,"Serie:The_Lunar_Chronicles, Teenage girls, Extraterrestrial beings, Juvenile fiction, Fiction, Cyborgs, Science fiction, Kings, queens, rulers, Queens, Kings and rulers, Children's fiction, Extraterrestrial beings, fiction, Kings, queens, rulers, etc., fiction, Fugitives from justice, Rescues, Revolutions, Cybernetics, Young adult fiction, fairy tales & folklore, adaptations, Fiction, general, Fiction, action & adventure","The Lunar Chronicles",3,Hardcover,4.43,,,want_to_read,,,,young_adult,moderate,"adventurous, romantic, suspenseful",0.9,5.5,8,3,7,heros_journey,cinematic,dystopian,0.8
,9780804171540,,Inferno,"Dan Brown",,"Harvard professor of symbology Robert Langdon awakens in an Italian hospital, disoriented and with no recollection of the past thirty-six hours, including the origin of the macabre object hidden in his belongings. With a relentless female assassin trailing them through Florence, he and his resourceful doctor, Sienna Brooks, are forced to flee. Embarking on a harrowing journey, they must unravel a series of codes, which are the work of a brilliant scientist whose obsession with the end of the world is matched only by his passion for one of the most influential masterpieces ever written, Dante Alighieri's The Inferno.  Dan Brown has raised the bar yet again, combining classical Italian art, history, and literature with cutting-edge science in this sumptuously entertaining thriller.",463,1962,Doubleday,https://covers.openlibrary.org/b/isbn/9780804171540-L.jpg,9780804171540.jpg,"Dante Alighieri, 1265-1321, Code and cipher stories, Fiction, Cryptographers, Robert Langdon (Fictitious character), Langdon, Robert (Fictitious character), Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Fiction, thrillers, Langdon, robert (fictitious character), fiction, Italy, fiction, Large type books, Fiction, thrillers, general, Inferno (Dante Alighieri), Chang pian xiao shuo, Detective and mystery stories, American fiction, Signs and symbols, Cifras y claves, Novela, Símbolos, Criptógrafos, NOVELA ESTADOUNIDENSE, LITERATURA ESTADOUNIDENSE, NOVELA POLICIACA, HISTORIAS DE AVENTURAS, Employees, College teachers, Classical Art, Amerikanisches Englisch, Suspense fiction, Adventure stories, Cryptography, Harvard University, nyt:hardcover-fiction=2013-06-02, New York Times bestseller, New York Times reviewed, collectionid:dbrl","Robert Langdon",4,Hardcover,3.85,,,want_to_read,,,,adult,intense,"suspenseful, mysterious, adventurous",0.9,7.5,9.5,7,6,heros_journey,cinematic,urban,0.9
,9780440335658,,"A Breath of Snow and Ashes","Diana Gabaldon",,"A Breath of Snow and Ashes continues the extraordinary story of 18th-century Scotsman Jamie Fraser and his 20th-century wife, Claire.The year is 1772, and on the eve of the American Revolution, the long fuse of rebellion has already been lit. Men lie dead in the streets of Boston, and in the backwoods of North Carolina, isolated cabins burn in the forest.With chaos brewing, the governor calls upon Jamie Fraser to unite the backcountry and safeguard the colony for King and Crown. But from his wife Jamie knows that three years hence the shot heard round the world will be fired, and the result will be independence — with those loyal to the King either dead or in exile. And there is also the matter of a tiny clipping from The Wilmington Gazette, dated 1776, which reports Jamie’s death, along with his kin. For once, he hopes, his time-traveling family may be wrong about the future.",993,2005-09-27,Delta,https://covers.openlibrary.org/b/isbn/9780440335658-L.jpg,9780440335658.jpg,"Open Library Staff Picks, Fantasy fiction, Fiction, Historical Fiction, Time travel, History, Romance, Fantasy, Historical, Fraser, jamie (fictitious character), fiction, North carolina, fiction, Fraser, claire (fictitious character), fiction, Fiction, fantasy, historical, United states, history, revolution, 1775-1783, fiction, Fiction, historical",Outlander,6,Paperback,4.44,,,want_to_read,,,,adult,intense,"adventurous, romantic, suspenseful",1,7.5,7,8,9,heros_journey,cinematic,wilderness,1
,9781407035314,,"Night Watch","Terry Pratchett",,"'Don't put your trust in revolutions. They always come round again. That's why they're called revolutions. People die, and nothing changes.'For a policeman, there can be few things worse than a serial killer at loose in your city. Except, perhaps, a serial killer who targets coppers, and a city on the brink of bloody revolution. The people have found their voice at last, the flags and barricades are rising...And the question for a policeman, an officer of the law, a defender of the peace, is:Are you with them, or are you against them?",480,2002-11-28,Corgi,https://covers.openlibrary.org/b/isbn/9781407035314-L.jpg,9781407035314.jpg,"Fiction, Samuel Vimes (Fictitious character), Discworld (Imaginary place), Time travel, Vimes, Samuel (Fictitious character) -- Fiction., Fiction, fantasy, general, Discworld (imaginary place), fiction, English literature, Fiction, humorous, Fiction, humorous, general, New York Times reviewed",Discworld,29,Paperback,4.5,,,want_to_read,,,,adult,dark,"humorous, thought_provoking, tense",1,7,7,6,6,whodunit,conversational,urban,0.9
,,,"A Heartbreaking Work of Staggering Genius","Dave Eggers",,"'When you read his extraordinary memoir you don't laugh, then cry, then laugh again; you somehow experience these emotions all at once.'""Well, this was when Bill was sighing a lot. He had decided that after our parents died he just didn't want any more fighting between what was left of us. He was twenty-four, Beth was twenty-three, I was twenty-one, Toph was eight, and all of us were so tried already, from that winter. So when something would come up, any little thing, some bill to pay or decision to make, he would just sigh, his eyes tired, his mouth in a sorry kind of smile. But Beth and I...Jesus, we were fighting with everyone, anyone, each other, with strangers at bars, anywhere -- we were angry people wanting to exact revenge. We came to California and we wanted everything, would take what was ours, anything within reach. And I decided that little Toph and I, he with his backward hat and long hair, living together in our little house in Berkeley, would be world-destroyers. We inherited each other and, we felt, a responsibility to reinvent everything, to scoff and re-create and drive fast while singing loudly and pounding the windows. It was a hopeless sort of exhilaration, a kind of arrogance born of fatalism, I guess, of the feeling that if you could lose a couple of parents in a month, then basically anything could happen, at any time -- all bullets bear your name, all cars are there to crush you, any balcony could give way; more disaster seemed only logical. And then, as in Dorothy's dream, all these people I grew up with were there, too, some of them orphans also, most but not all of us believing that what we had been given was extraordinary, that it was time to tear or break down, ruin, remake, take and devour. This was San Francisco, you know, and everyone had some dumb idea -- I mean, wicca? -- and no one there would tell you yours was doomed. Thus the public nudity, and this ridiculous magazine, and the Real World tryout, all this need, most of it disguised by sneering, but all driven by a hyper-awareness of this window, I guess, a few years when your muscles are taut, coiled up and vibrating. But what to do with the energy? I mean, when we drive, Toph and I, and we drive past people, standing on top of all these hills, part of me wants to stop the car and turn up the radio and have us all dance in formation, and part of me wants to run them all over.""",485,2000-02-17,Vintage,https://covers.openlibrary.org/b/isbn/0684863472-L.jpg,,"Death, Brothers, Family, Bildungsromans, American Authors, Parents, Psychological aspects, Bildungsromane, Domestic fiction, Biography, Large type books, Death, psychological aspects, Authors, biography, Young men, Families, Terminally ill parents, Medicine in Literature, Eggers, dave, Parents--death--psychological aspects, Brothers--biography, Coming of age, Parents--psychological aspects, Css faculty reading list: bret johnson, Ct275.e37 a3 2001, 973.92/092, B, 18.06, Hu 9800, Biography and autobiography, Bereavement, Siblings, Child rearing, Cooking, Quick and easy cooking",,,Paperback,3.69,,,want_to_read,,,,adult,intense,"melancholic, thought_provoking, tense",1,8,7,8,10,coming_of_age,stream_of_consciousness,contemporary,1
,,,"Veronika Decides to Die","Paulo Coelho (Goodreads Author)",,"In his latest international bestseller, the celebrated author of The Alchemist addresses the fundamental questions asked by millions: What am I doing here today? and Why do I go on living?Twenty-four-year-old Veronika seems to have everything she could wish for: youth and beauty, plenty of attractive boyfriends, a fulfilling job, and a loving family. Yet something is lacking in her life. Inside her is a void so deep that nothing could possibly ever fill it. So, on the morning of November 11, 1997, Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up.Naturally Veronika is stunned when she does wake up at Villete, a local mental hospital, where the staff informs her that she has, in fact, partially succeeded in achieving her goal. While the overdose didn't kill Veronika immediately, the medication has damaged her heart so severely that she has only days to live.The story follows Veronika through the intense week of self-discovery that ensues. To her surprise, Veronika finds herself drawn to the confinement of Villete and its patients, who, each in his or her individual way, reflect the heart of human experience. In the heightened state of life's final moments, Veronika discovers things she has never really allowed herself to feel before: hatred, fear, curiosity, love, and sexual awakening. She finds that every second of her existence is a choice between living and dying, and at the eleventh hour emerges more open to life than ever before.In Veronika Decides to Die, Paulo Coelho takes the reader on a distinctly modern quest to find meaning in a culture overshadowed by angst, soulless routine, and pervasive conformity. Based on events in Coelho's own life, Veronika Decides to Die questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Poignant and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.",210,1998-10-28,"Harper Perennial",https://covers.openlibrary.org/b/isbn/0007639589-L.jpg,,"Paulo Coelho, fiction, Fiction, Suicide, Quality of life, Young women, Suicidal behavior, Mental illness, Fiction, general","On the Seventh Day",2,Paperback,3.7,,,want_to_read,,,,adult,intense,"melancholic, thought_provoking, inspirational",0.95,7.5,3.5,6,9,redemption_arc,conversational,urban,0.9
,,,Brainwalker,"Robyn Mundell (Goodreads Author)",,"One teen’s incredible journey may just blow his father’s mind…Fourteen-year-old Bernard thinks outside the box. The only problem is that neither his school nor his ultra-rational physicist father appreciate his unique ideas. When he reacts to a stressful situation at school by mooning the class, his suspension sends him straight to his father’s workplace. After his frustrated father leaves him unattended, Bernard does what any teen would do: wander into the particle accelerator and accidentally get transported through a wormhole! It doesn’t take long for Bernard to realize he’s in deep trouble. Not only did the wormhole drop him in the middle of a civil war over a depleted resource, but the battle is actually taking place inside his father’s brain. Bernard has one chance to save the dying side of his father’s creative brain from the tyrannical left side. Can he use his outside-the-box thinking to save his father’s life?Brainwalker is a young adult sci-fi fantasy novel that turns the world of neuroscience on its head. If you like incredible fantasy worlds, fast-paced entertainment, and the human mind, then you’ll love Robyn Mundell and Stephan Lacast’s amazing journey inside the brain. Buy Brainwalker to help the mind survive today!",,2016,"Dualmind Publishing",,,"Young Adult, Adventure, Fantasy, Middle Grade, Childrens",,,ebook,4.35,,,want_to_read,,,,young_adult,moderate,"adventurous, thought_provoking, inspirational",0.9,4,8,4,6,heros_journey,conversational,other,0.85
,9780553902716,,"The Lies of Locke Lamora","Scott Lynch",,"An orphan’s life is harsh—and often short—in the mysterious island city of Camorr. But young Locke Lamora dodges death and slavery, becoming a thief under the tutelage of a gifted con artist. As leader of the band of light-fingered brothers known as the Gentleman Bastards, Locke is soon infamous, fooling even the underworld’s most feared ruler. But in the shadows lurks someone still more ambitious and deadly. Faced with a bloody coup that threatens to destroy everyone and everything that holds meaning in his mercenary life, Locke vows to beat the enemy at his own brutal game—or die trying.",752,2006-01-06,Spectra,https://covers.openlibrary.org/b/isbn/9780553902716-L.jpg,9780553902716.jpg,"Fiction, fantasy, general, Fantasy, Fiction, American Science Fiction And Fantasy, Fiction - Fantasy, Fantasy - Epic, Fiction / Fantasy / Epic, Juvenile fiction, Gangsters, Swindlers and swindling, Orphans, Adventure stories, Fantasy fiction, Robbers and outlaws, Fiction, fantasy, epic","Gentleman Bastard",1,"Kindle Edition",4.28,,,want_to_read,,,,adult,intense,"adventurous, suspenseful, mysterious",0.9,8,8,6,8,found_family,cinematic,urban,0.8
,9780553348989,,"Jitterbug Perfume","Tom Robbins",,"Jitterbug Perfume is an epic, which is to say, it begins in the forests of ancient Bohemia and doesn't conclude until nine o'clock tonight [Paris time]. It is a saga, as well. A saga must have a hero, and the hero of this one is a janitor with a missing bottle. The bottle is blue, very, very old, and embossed with the image of a goat-horned god. If the liquid in the bottle is actually is the secret essence of the universe, as some folks seem to think, it had better be discovered soon because it is leaking and there is only a drop or two left.",342,1984-12-28,"No Exit Press",https://covers.openlibrary.org/b/isbn/9780553348989-L.jpg,9780553348989.jpg,"Fiction, Literature, Perfumes industry, Pilgrims and pilgrimages, Fiction, general, Immortality, Spiritual life, Sex customs",,,Paperback,4.22,,,want_to_read,,,,adult,moderate,"adventurous, mysterious, humorous",0.9,3,4,8,4,heros_journey,lyrical,urban,0.9
,,,Papillon,"Henri Charrière",,"Henri Charrière, called ""Papillon,"" for the butterfly tattoo on his chest, was convicted in Paris in 1931 of a murder he did not commit. Sentenced to life imprisonment in the penal colony of French Guiana, he became obsessed with one goal: escape. After planning and executing a series of treacherous yet failed attempts over many years, he was eventually sent to the notorious prison, Devil's Island, a place from which no one had ever escaped . . . until Papillon. His flight to freedom remains one of the most incredible feats of human cunning, will, and endurance ever undertaken.Charrière's astonishing autobiography, Papillon, was published in France to instant acclaim in 1968, more than twenty years after his final escape. Since then, it has become a treasured classic -- the gripping, shocking, ultimately uplifting odyssey of an innocent man who simply would not be defeated.",544,2069-10-28,"William Morrow Paperbacks",https://covers.openlibrary.org/b/isbn/0060934794-L.jpg,,"Prisoners, biography, Escapes, Prisoners, Biography, Autobiographical fiction, Prison life in fiction, Personal narratives, Biography: general, Language readers, Biografía, Colonias penales francesas, French Penal colonies, Presos, Prisons et pénitenciers, Évasions, Biographies, Prisonniers, Modern fiction, Spanish language, French Guiana, Biography/Autobiography, Vietnamese language books, Iles du salut",Papillon,1,Paperback,4.24,,,want_to_read,,,,adult,intense,"adventurous, inspirational, tense",0.9,8.5,8,5,9,heros_journey,conversational,tropical,0.9
,9780061436796,,"Prodigal Summer","Barbara Kingsolver",,"Prodigal Summer weaves together three stories of human love within a larger tapestry of lives inhabiting the forested mountains and struggling small farms of southern Appalachia.From her outpost in an isolated mountain cabin, Deanna Wolfe, a reclusive wildlife biologist, watches a den of coyotes that have recently migrated into the region. She is caught off-guard by a young hunter who invades her most private spaces and confounds her self-assured, solitary life. On a farm several miles down the mountain, Lusa Maluf Landowski, a bookish city girl turned farmer's wife, finds herself unexpectedly marooned in a strange place where she must declare or lose her attachment to the land that has become her own. And a few more miles down the road, a pair of elderly feuding neighbors tend their respective farms and wrangle about God, pesticides, and the possibilities of a future neither of them expected.Over the course of one humid summer, these characters find their connections to one another and to the flora and fauna with whom they share a place. Prodigal Summer demonstrates a balance of narrative, drama and ideas that is characteristic of Barbara Kingsolver's finest work.",444,2000-10-17,"Harper Perennial",https://covers.openlibrary.org/b/isbn/9780061436796-L.jpg,9780061436796.jpg,"Fiction, general, Large type books, Southern appalachian Region in fiction, Literature, Domestic fiction, Fiction, Mountain life in fiction, Farm life in fiction, Farm life, Mountain life, Reading Level-Grade 9, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Social life and customs, Farmers, Women biologists, Hunters, Manners and customs, New York Times reviewed, Appalachian mountains, fiction",,,Paperback,4,,,want_to_read,,,,adult,moderate,"thought_provoking, inspirational, melancholic",0.9,4,2,7,6,ensemble,lyrical,wilderness,0.9
,9780099540861,,"Corelli's Mandolin","Louis de Bernières",,"Captain Corelli’s Mandolin is set in the early days of the second world war, before Benito Mussolini invaded Greece. Dr Iannis practices medicine on the island of Cephalonia, accompanied by his daughter, Pelagia, to whom he imparts much of his healing art. Even when the Italians do invade, life isn’t so bad—at first anyway. The officer in command of the Italian garrison is the cultured Captain Antonio Corelli, who responds to a Nazi greeting of “Heil Hitler” with his own “Heil Puccini”, and whose most precious possession is his mandolin. It isn't long before Corelli and Pelagia are involved in a heated affair--despite her engagement to a young fisherman, Mandras, who has gone off to join Greek partisans. Love is complicated enough in wartime, even when the lovers are on the same side. And for Corelli and Pelagia, it becomes increasingly difficult to negotiate the minefield of allegiances, both personal and political, as all around them atrocities mount, former friends become enemies and the ugliness of war infects everyone it touches. British author Louis de Bernières is well known for his forays into magical realism in such novels as The War of Don Emmanuel's Nether Parts, Señor Vivo and the Coca Lord and The Troublesome Offspring of Cardinal Guzman. Here he keeps it to a minimum, though certainly the secondary characters with whom he populates his island—the drunken priest, the strongman, the fisherman who swims with dolphins—would be at home in any of his wildly imaginative Latin American fictions. Instead, de Bernières seems interested in dissecting the nature of history as he tells his ever-darkening tale from many different perspectives. Captain Corelli’s Mandolin works on many levels, as a love story, a war story and a deconstruction of just what determines the facts that make it into the history books.",437,1994-10-28,Vintage,https://covers.openlibrary.org/b/isbn/9780099540861-L.jpg,9780099540861.jpg,"Fiction, World War, 1939-1945, History, War stories, Historical fiction, Man-woman relationships, Cephalonia Island (Greece), World War, 1939-1945 -- Greece -- Cephalonia Island -- Fiction, Cephalonia Island (Greece) -- Fiction, Fiction, war & military, Fiction, historical, World war, 1939-1945, fiction, Greece, fiction, Cephalonia Massacre, Greece, 1943, Romans, nouvelles, Histoire, Guerre mondiale, 1939-1945, Fiction, general, Great britain, fiction, Fiction, historical, general, Fiction, romance, historical, general, Franse letterkunde, Guerra Mundial II, 1939-1945, Novela, Cuentos de amor, Young women, Musicians, Soldiers, Italians, World War (1939-1945) fast (uri) http://id.worldcat.org/fast/fst01180924",,,Paperback,3.98,,,want_to_read,,,,adult,intense,"romantic, melancholic, thought_provoking",0.95,8.5,4,7,9,forbidden_love,lyrical,tropical,0.9
,9781408309513,,"I'd Tell You I Love You, But Then I'd Have to Kill You","Ally Carter",,"Cammie Morgan is a student at the Gallagher Academy for Exceptional Young Women, a fairly typical all-girls school—that is, if every school taught advanced martial arts in PE and the latest in chemical warfare in science, and students received extra credit for breaking CIA codes in computer class. The Gallagher Academy might claim to be a school for geniuses, but it's really a school for spies. Even though Cammie is fluent in fourteen languages and capable of killing a man in seven different ways, she has no idea what to do when she meets an ordinary boy who thinks she's an ordinary girl. Sure, she can tap his phone, hack into his computer, or track him through town with the skill of a real ""pavement artist""—but can she maneuver a relationship with someone who can never know the truth about her? Cammie Morgan may be an elite spy-in-training, but in her sophomore year, she's on her most dangerous mission—falling in love.",284,2006-04-25,"Little, Brown Books for Young Readers",https://covers.openlibrary.org/b/isbn/9781408309513-L.jpg,9781408309513.jpg,"Juvenile fiction, Boarding school students, Children's fiction, Spies, fiction, Boarding schools, fiction","Gallagher Girls",1,Hardcover,3.83,,,want_to_read,,,,young_adult,moderate,"adventurous, romantic, humorous",0.9,3,7,2,6,fish_out_of_water,conversational,academic,0.9
,9780986437434,,"Matching Configurations: QUANTUM ROOTS III","Kyle Keyes",,"Matching Configurations is the second sequel to Quantum Roots, a light Sci-Fi adventure story that features everyday Olan Chapman as a hero vigilante who defends the weak and helpless victims of today's society. Like the first two editions of Quantum Roots, Matching Configurations is based on a growing belief that creation forms from recycled energy, and people evolve from recycled quarks. The book contains more humor than science, as Chapman returns to Earth as someone he once was, and manages to elude Director of Paranormal Affairs, Lt General Alexis Grumman, who keeps both feet on the ground, while her young lover, Jeremy Wade goes cloud bound in a supersonic motor scooter that flies. Book has some content not suitable for readers under 18.",296,2019,"Kyle Keyes",https://covers.openlibrary.org/b/isbn/9780986437434-L.jpg,9780986437434.jpg,"Contemporary, Epic, Drama, Fiction, Novels","Quantum Roots",3,Paperback,4.39,,,want_to_read,,,,adult,moderate,"adventurous, humorous",0.9,4,7,3,5,heros_journey,cinematic,contemporary,0.85
,9780440333883,,"The Fiery Cross","Diana Gabaldon (Goodreads Author)",,"The year is 1771, and war is coming. Jamie Fraser’s wife tells him so. Little as he wishes to, he must believe it, for hers is a gift of dreadful prophecy—a time-traveler’s certain knowledge. Claire’s unique view of the future has brought him both danger and deliverance in the past; her knowledge of the oncoming revolution is a flickering torch that may light his way through the perilous years ahead—or ignite a conflagration that will leave their lives in ashes.",1443,2001-06-11,Dell,https://covers.openlibrary.org/b/isbn/9780440333883-L.jpg,9780440333883.jpg,"Fiction, Fantasy fiction, Historical Fiction, Time travel, History, Fiction, historical, Fiction, fantasy, historical, Fiction, historical, general",Outlander,5,"Mass Market Paperback",4.24,,,want_to_read,,,,adult,intense,"tense, suspenseful, thought_provoking",0.9,7,6,7,9,heros_journey,lyrical,other,0.9
,,,"The Magic Mountain","Thomas Mann",,"In this dizzyingly rich novel of ideas, Mann uses a sanatorium in the Swiss Alps, a community devoted exclusively to sickness, as a microcosm for Europe, which in the years before 1914 was already exhibiting the first symptoms of its own terminal irrationality. The Magic Mountain is a monumental work of erudition and irony, sexual tension and intellectual ferment, a book that pulses with life in the midst of death.",706,2024-10-28,Vintage,https://covers.openlibrary.org/b/isbn/8467202718-L.jpg,,"Fiction, Sanatoriums, German fiction, Translations into English, Philosophy, Civilization, Special Hospitals, Fictional Works, Tuberculosis, Continental european fiction (fictional works by one author), Fiction, coming of age, Germany, fiction, Fiction, general, Literature, Ficción, Sanatorios, German language materials, Criticism and interpretation, Health Resorts",,,Paperback,4.11,,,want_to_read,,,,adult,dark,"thought_provoking, melancholic, tense",0.9,7.5,1.5,9.5,3.5,coming_of_age,academic,other,0.85
,9780375890291,,"The Sisterhood of the Traveling Pants","Ann Brashares",,"Carmen got the jeans at a thrift shop. They didn’t look all that great: they were worn, dirty, and speckled with bleach. On the night before she and her friends part for the summer, Carmen decides to toss them. But Tibby says they’re great. She'd love to have them. Lena and Bridget also think they’re fabulous. Lena decides that they should all try them on. Whoever they fit best will get them. Nobody knows why, but the pants fit everyone perfectly. Even Carmen (who never thinks she looks good in anything) thinks she looks good in the pants. Over a few bags of cheese puffs, they decide to form a sisterhood and take the vow of the Sisterhood of the Traveling Pants . . . the next morning, they say good-bye. And then the journey of the pants — and the most memorable summer of their lives — begins.",294,2001,"Delacorte Press",https://covers.openlibrary.org/b/isbn/9780375890291-L.jpg,9780375890291.jpg,"Best friends, Conduct of life, Fiction, Friendship, Jeans (Clothing), Juvenile fiction, Pants, Summer, Swearing, Teenage girls, Girls, Teenagers, Coming of age stories, Large type books, Young adult fiction",Sisterhood,1,Hardcover,3.8,,,want_to_read,,,,young_adult,light,"humorous, inspirational, thought_provoking",0.95,2.5,5.5,2.5,7,coming_of_age,conversational,contemporary,0.9
,,,"Howl and Other Poems","Allen Ginsberg",,,56,2056-10-28,"City Lights",https://covers.openlibrary.org/b/isbn/0872863107-L.jpg,,"Poetry (poetic works by one author), American poetry, American Poets, Beat generation, Poetry",,,Hardcover,4.13,,,want_to_read,,,,,,,,,,,,,,,
,,,"From the Mixed-Up Files of Mrs. Basil E. Frankweiler","E.L. Konigsburg",,"When suburban Claudia Kincaid decides to run away, she knows she doesn’t just want to run from somewhere, she wants to run to somewhere — to a place that is comfortable, beautiful, and, preferably, elegant. She chooses the Metropolitan Museum of Art in New York City. Knowing her younger brother Jamie has money and thus can help her with a serious cash-flow problem, she invites him along.Once settled into the museum, Claudia and Jamie find themselves caught up in the mystery of an angel statue that the museum purchased at auction for a bargain price of $225. The statue is possibly an early work of the Renaissance master, Michelangelo, and therefore worth millions. Is it? Or isn’t it? Claudia is determined to find out. Her quest leads her to Mrs. Basil E. Frankweiler, the remarkable old woman who sold the statue, and to some equally remarkable discoveries about herself.",178,2067-10-28,"Walker Books Ltd",https://covers.openlibrary.org/b/isbn/0545041732-L.jpg,,"Juvenile fiction, Large type books, Fiction, Runaways, Self-reliance, Brothers and sisters, History, Museums, Metropolitan Museum of Art (New York, N.Y.), Children: Grades 2-3, Newbery Medal, Runaway children, Newbery medal books, 1968, Art museums, Mystery and detective stories, Children's fiction, Runaways, fiction, New york (n.y.), fiction, Brothers and sisters, fiction, Metropolitan museum of art (new york, n.y.), fiction, Children's stories, Women, fiction, Adventure and adventurers, fiction, Museums, fiction, Fiction, general, Self-reliance, fiction, New york (n.y.), history, fiction, Siblings, fiction, award:Newbery_award, lexile:700, lexile_range:701-800, age:min:8, age:max:11, grade:min:3, grade:max:7, Musicians, Biography",,,Paperback,4.15,,,want_to_read,,,,middle_grade,light,"mysterious, adventurous, thought_provoking",1,1,5,3,4,whodunit,conversational,urban,1
,9781933372600,,"The Elegance of the Hedgehog","Muriel Barbery",,"A moving, funny, triumphant novel that exalts the quiet victories of the inconspicuous among us.We are in the center of Paris, in an elegant apartment building inhabited by bourgeois families. Renée, the concierge, is witness to the lavish but vacuous lives of her numerous employers. Outwardly she conforms to every stereotype of the concierge: fat, cantankerous, addicted to television. Yet, unbeknownst to her employers, Renée is a cultured autodidact who adores art, philosophy, music, and Japanese culture. With humor and intelligence she scrutinizes the lives of the building's tenants, who for their part are barely aware of her existence. Then there's Paloma, a twelve-year-old genius. She is the daughter of a tedious parliamentarian, a talented and startlingly lucid child who has decided to end her life on the sixteenth of June, her thirteenth birthday. Until then she will continue behaving as everyone expects her to behave: a mediocre pre-teen high on adolescent subculture, a good but not an outstanding student, an obedient if obstinate daughter. Paloma and Renée hide both their true talents and their finest qualities from a world they suspect cannot or will not appreciate them. They discover their kindred souls when a wealthy Japanese man named Ozu arrives in the building. Only he is able to gain Paloma's trust and to see through Renée's timeworn disguise to the secret that haunts her. This is a moving, funny, triumphant novel that exalts the quiet victories of the inconspicuous among us.",325,2006-08-28,"Europa Editions",https://covers.openlibrary.org/b/isbn/9781933372600-L.jpg,9781933372600.jpg,"Apartment dwellers, class in fiction, Apartment concierges, Fiction, philosophical novel, Fiction, general, Paris (france), fiction, Friendship, Large type books, nyt:trade-fiction-paperback=2008-12-07, New York Times bestseller, New York Times reviewed",,,Paperback,3.77,,,want_to_read,,,,adult,moderate,"humorous, inspirational, thought_provoking",0.9,4,2,7,8,found_family,lyrical,urban,0.9
,,,"The Book of Mormon: Another Testament of Jesus Christ","Joseph Smith Jr.",,,531,1930-01-03,"The Church of Jesus Christ of Latter-day Saints",,,"Religion, Nonfiction, Lds, Church, Spirituality",,,Paperback,4.34,,,want_to_read,,,,,,,,,,,,,,,
