isbn13,title,author,description,page_count,published_date,publisher,cover_url,cover_filename,genres,series_name,volume_number,audience,intensity,moods,classification_confidence,mood_darkness,pacing_speed,complexity_score,emotional_intensity,plot_archetype,prose_style,setting_atmosphere,vibe_confidence,is_nyt_bestseller,nyt_list_category,nyt_weeks_on_list,nyt_peak_rank
9780593374207,"The Reappearance Of Rachel Price","Holly Jackson","Annabel Price's mother was presumed dead, until she reappears during the filming of a documentary about her disappearance. (Ages 14 to 17)",438,"April 2, 2024",Delacorte,https://covers.openlibrary.org/b/id/15138940-L.jpg,9780593374207.jpg,,,,young_adult,moderate,"mysterious, tense, suspenseful",1,6.5,7.5,4,8,whodunit,conversational,contemporary,0.8,1,"Young Adult Hardcover",38,10
9781982112844,"My Friends","Fredrik Backman","A young woman looks into the story behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith.",448,2025,Atria,https://covers.openlibrary.org/b/isbn/9781982112844-L.jpg,9781982112844.jpg,Fiction,,,adult,moderate,"mysterious, thought_provoking",0.9,5,4,6,8,whodunit,conversational,contemporary,0.8,1,"Combined Print & E-Book Fiction",9,6
9780063384255,"An Inside Job","Daniel Silva","The 25th book in the Gabriel Allon series. The art world, the mob and the Vatican intersect when a Leonardo da Vinci painting goes missing.",480,2025,Harper,https://covers.openlibrary.org/b/isbn/9780063384255-L.jpg,9780063384255.jpg,Fiction,"Gabriel Allon series",25,adult,moderate,"suspenseful, mysterious, tense",0.9,6.5,9,4.5,6,whodunit,cinematic,urban,0.8,1,"Combined Print & E-Book Fiction",4,12
9781668092392,"The Devil Reached Toward The Sky","Garrett M. Graff","The author of “When the Sea Came Alive” provides a narrative account of the people and events involved in and impacted by the creation of the atomic bomb.",576,2025,"Avid Reader",https://covers.openlibrary.org/b/isbn/9781668092392-L.jpg,9781668092392.jpg,Fiction,,,adult,dark,"tense, thought_provoking",0.9,8.5,6.5,7,8,ensemble,cinematic,academic,0.9,1,"Combined Print & E-Book Nonfiction",1,7
9780385548076,"King Of Kings","Scott Anderson","The author of “Lawrence in Arabia” weaves together the history of the Iranian revolution.",530,2025,Doubleday,https://covers.openlibrary.org/b/id/15111867-L.jpg,9780385548076.jpg,Fiction,,,adult,intense,"tense, thought_provoking, melancholic",0.9,8,6,7,8,ensemble,journalistic,urban,0.8,1,"Combined Print & E-Book Nonfiction",1,9
9798228309890,"Ghosts Of Hiroshima","Charles Pellegrino","Firsthand accounts from people affected by the dropping of the atomic bomb on Hiroshima.",,,Blackstone,https://covers.openlibrary.org/b/isbn/9798228309890-L.jpg,,Fiction,,,adult,intense,"melancholic, thought_provoking, tense",0.9,10,6,7,10,ensemble,journalistic,post_apocalyptic,0.9,1,"Combined Print & E-Book Nonfiction",1,12
9781668088784,"Breaking The Law","Alex Marlow","The editor in chief of Breitbart News makes his argument that liberals are exploiting the legal system.",208,2025,"Threshold Editions",https://covers.openlibrary.org/b/isbn/9781668088784-L.jpg,9781668088784.jpg,Fiction,,,adult,intense,"thought_provoking, tense",0.9,7,7,8,7,other,journalistic,contemporary,0.8,1,"Combined Print & E-Book Nonfiction",1,13
9780063384217,"An Inside Job","Daniel Silva","The 25th book in the Gabriel Allon series. The art world, the mob and the Vatican intersect when a Leonardo da Vinci painting goes missing.",410,2025,Harper,https://covers.openlibrary.org/b/id/15103478-L.jpg,9780063384217.jpg,Fiction,"Gabriel Allon series",25,adult,moderate,"suspenseful, mysterious, tense",0.9,6.5,9,4.5,6,whodunit,cinematic,urban,0.8,1,"Hardcover Fiction",4,8
9781250333988,"The Enchanted Greenhouse","Sarah Beth Durst","In this novel set in the world of “The Spellshop,” Terlu Perna must figure out a sorcerer’s secrets to save an island containing magical greenhouses.",384,2025,Bramble,https://covers.openlibrary.org/b/id/15103151-L.jpg,9781250333988.jpg,Fiction,"The Spellshop",,adult,moderate,"mysterious, adventurous",0.9,3,6,4,5,heros_journey,conversational,other,0.8,1,"Hardcover Fiction",4,14
9781668036594,"The Lion Women Of Tehran","Marjan Kamali","Over several decades, the lives of Ellie and Homa ebb and flow against the backdrop of political turmoil in Iran.",,,Gallery,https://covers.openlibrary.org/b/isbn/9781668036594-L.jpg,,Fiction,,,adult,dark,"melancholic, tense, thought_provoking",0.9,7.5,3,6,8,ensemble,conversational,urban,0.8,1,"Paperback Trade Fiction",1,14
9780446569903,"I Am Ozzy","Ozzy Osbourne with Chris Ayres","Colorful stories from the late heavy metal legend, known for his time with Black Sabbath, his solo career and reality TV show.",,2011,"Grand Central",https://covers.openlibrary.org/b/id/6672892-L.jpg,9780446569903.jpg,Fiction,,,adult,intense,"humorous, thought_provoking, adventurous",0.9,7,7,3,8,heros_journey,conversational,urban,0.9,1,"Paperback Nonfiction",3,7
9781546007357,Joyspan,"Kerry Burnight",,,,Worthy,https://covers.openlibrary.org/b/isbn/9781546007357-L.jpg,,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",1,5
9781455570249,"Make Your Bed","William H. McRaven","Inspired by the advice Admiral William H. McRaven gave in a graduation speech that went viral, this book is a reminder that sometimes little things can have a big impact.",144,2017,"Grand Central",https://covers.openlibrary.org/b/id/7984714-L.jpg,9781455570249.jpg,,,,adult,light,"inspirational, thought_provoking",0.9,1,4,3,5,other,conversational,contemporary,0.8,1,"Advice, How-To & Miscellaneous",145,10
9780525579045,"The Library Of Unruly Treasures","Jeanne Birdsall","Gwen MacKinnon’s destiny is to save the Ladukan creatures living in the library. (Ages 8 to 12)",350,2025,Knopf,https://covers.openlibrary.org/b/id/15111870-L.jpg,9780525579045.jpg,,,,middle_grade,moderate,"adventurous, mysterious, inspirational",1,2,7,2,4,chosen_one,conversational,academic,0.9,1,"Children’s Middle Grade Hardcover",1,8
9781339022468,"Dragon Masters","Tracey West","Drake, once skeptical of the existence of dragons, now trains his very own. (Ages 6 to 8)",93,2017,Scholastic,https://covers.openlibrary.org/b/isbn/9781443160322-L.jpg,9781339022468.jpg,,,,children,light,"adventurous, inspirational",1,1,6,1,3,heros_journey,conversational,medieval,0.9,1,"Children’s & Young Adult Series",14,5
9798890032706,"Verity Vox And The Curse Of Foxfire","Don Martin","Verity is determined to change the fates of the villagers of Foxfire, but must face a man named Earl and the magic of the mountains. (Ages 14 to 17)",336,2025,"Page Street",https://covers.openlibrary.org/b/isbn/9798890032706-L.jpg,9798890032706.jpg,,,,young_adult,moderate,"adventurous, mysterious, tense",0.9,6,7,3,7,heros_journey,conversational,small_town,0.8,1,"Young Adult Hardcover",1,9
9798217002047,"The Last Tiger","Julia Riew and Brad Riew","Friends turned rivals, Seung and Eunji find themselves on opposite sides of a battle over the last tiger. (Ages 12 and up)",,,Kokila,https://covers.openlibrary.org/b/isbn/9798217002047-L.jpg,,,,,young_adult,moderate,"tense, adventurous, thought_provoking",0.9,6,7.5,3.5,7.5,heros_journey,cinematic,wilderness,0.7,1,"Young Adult Hardcover",2,10
9780593832448,"She Didn'T See It Coming","Shari Lapena","Suspicions arise when Bryden seems to have disappeared from her luxury condo building without any of her belongings.",344,2025,"Pamela Dorman",https://covers.openlibrary.org/b/id/15110806-L.jpg,9780593832448.jpg,Fiction,,,adult,dark,"mysterious, tense, suspenseful",0.95,8,9,3,7,whodunit,cinematic,urban,0.9,1,"Combined Print & E-Book Fiction",1,4
9781668005774,Gwyneth,"Amy Odell","A biography of the actress and founder and chief executive of the lifestyle brand Goop, Gwyneth Paltrow, by the author of “Anna.”",,,Gallery,https://covers.openlibrary.org/b/isbn/9781668005774-L.jpg,,Fiction,,,adult,moderate,"thought_provoking, inspirational",0.9,3,5,6,4,other,journalistic,contemporary,0.9,1,"Combined Print & E-Book Nonfiction",1,5
9781648211898,Vaccines,"John Leake and Peter A. McCullough","An assessment of the history of vaccinations and an argument that the benefits of certain vaccines have been exaggerated by some.",240,2025,"Skyhorse/Children’s Health Defense",https://covers.openlibrary.org/b/isbn/9781648211898-L.jpg,9781648211898.jpg,Fiction,,,adult,moderate,thought_provoking,0.9,7,3,8,4,other,academic,contemporary,0.6,1,"Combined Print & E-Book Nonfiction",1,14
9781464241765,"The Deal","Elle Kennedy","Hannah Wells agrees to tutor the captain of the hockey team whose grades are tanking if he agrees to go on a pretend date with her.",400,2025,Bloom,https://covers.openlibrary.org/b/isbn/9781464241765-L.jpg,9781464241765.jpg,Fiction,,,adult,light,"romantic, humorous",0.9,1,7,2,7,other,conversational,contemporary,0.9,1,"Hardcover Fiction",1,4
9781668080979,"You Belong Here","Megan Miranda","When her daughter gets a scholarship to the college where she experienced tragedy, Beckett Bowery suspects dangers will return.",352,2025,"Marysue Rucci",https://covers.openlibrary.org/b/isbn/9781668080979-L.jpg,9781668080979.jpg,Fiction,,,adult,intense,"suspenseful, tense, mysterious",0.9,8,9,4,8,whodunit,cinematic,contemporary,0.8,1,"Hardcover Fiction",1,5
9780593873922,"Wrath Of The Dragons","Olivia Rose Darling","In this sequel to “Fear the Flames,” Elowen and Cayden face violent attacks, shifting alliances and cutthroat diplomacy.",,,Delacorte,https://covers.openlibrary.org/b/isbn/9780593873922-L.jpg,,Fiction,"Fear the Flames",,young_adult,intense,"adventurous, suspenseful, tense",0.8,7.5,8,6,8,heros_journey,cinematic,medieval,0.7,1,"Hardcover Fiction",1,10
9780593803899,"Being Jewish After The Destruction Of Gaza","Peter Beinart","The editor at large of Jewish Currents and a contributing opinion writer at The New York Times evaluates potential narratives following the war in Gaza.",192,2024,Knopf,https://covers.openlibrary.org/b/isbn/9780593803899-L.jpg,9780593803899.jpg,Fiction,,,adult,intense,"thought_provoking, melancholic, tense",0.8,8,3,8,8,other,journalistic,contemporary,0.7,1,"Hardcover Nonfiction",3,10
9781538768464,"Big Dumb Eyes","Nate Bargatze","The Grammy Award-nominated comedian shares snippets from his life and career.",240,2025,"Grand Central",https://covers.openlibrary.org/b/id/15088268-L.jpg,9781538768464.jpg,Fiction,,,adult,light,"humorous, thought_provoking",0.7,2,7,3,2,other,conversational,contemporary,0.7,1,"Hardcover Nonfiction",11,14
9780593798898,"All The Colors Of The Dark","Chris Whitaker","Questions arise when a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975.",,2024,Crown,https://covers.openlibrary.org/b/id/14643108-L.jpg,9780593798898.jpg,Fiction,,,adult,dark,"mysterious, suspenseful, tense",0.9,8,7,5,7,whodunit,cinematic,small_town,0.8,1,"Paperback Trade Fiction",5,11
9781496755872,"Demon With Benefits","Aurora Ascher","The third book in the Hell Bent series. When a deadly enemy returns, the feelings between Meph and Iris become irrepressible.",,,Kensington,https://covers.openlibrary.org/b/isbn/9781496755872-L.jpg,,Fiction,"Hell Bent series",3,adult,dark,"romantic, suspenseful",0.9,7,7,3,8,forbidden_love,conversational,other,0.8,1,"Paperback Trade Fiction",1,12
9781649377579,"Iron Flame","Rebecca Yarros","The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.",640,05/20/2025,"Red Tower",https://covers.openlibrary.org/b/id/15094967-L.jpg,9781649377579.jpg,Fiction,"Empyrean series",2,adult,moderate,"adventurous, romantic, tense",0.9,7,8,4,9,heros_journey,cinematic,medieval,0.8,1,"Paperback Trade Fiction",7,14
9781635575583,"A Court Of Mist And Fury","Sarah J. Maas","The second book in the Court of Thorns and Roses series. Feyre gains the powers of the High Fae and a greater evil emerges.",626,2020,Bloomsbury,https://covers.openlibrary.org/b/id/15152921-L.jpg,9781635575583.jpg,Fiction,"Court of Thorns and Roses series",2,adult,intense,"romantic, adventurous, tense",0.9,7.5,7.5,3.5,9,found_family,flowery,medieval,0.8,1,"Paperback Trade Fiction",42,15
9780300283433,"A Little History Of The United States","James West Davidson","An overview of key figures in our country’s history.",352,2025,Yale,https://covers.openlibrary.org/b/isbn/9780300283433-L.jpg,9780300283433.jpg,Fiction,,,adult,moderate,"thought_provoking, inspirational",0.7,5,7,4,5,ensemble,conversational,other,0.7,1,"Paperback Nonfiction",5,7
9780063306271,"Tiny Humans, Big Emotions","Alyssa Blask Campbell and Lauren Elizabeth Stauble",,,2024,Harvest,https://covers.openlibrary.org/b/isbn/9780063306271-L.jpg,9780063306271.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",1,4
9781401967635,"The Science Of Scaling","Benjamin Hardy and Blake Erickson",,,2024,"Hay House",https://covers.openlibrary.org/b/isbn/9781401967635-L.jpg,9781401967635.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",1,7
9780593734636,"The Book Of Alchemy","Suleika Jaouad",,344,2025,"Random House",https://covers.openlibrary.org/b/isbn/9780593734636-L.jpg,9780593734636.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",5,9
9781626251700,"Adult Children Of Emotionally Immature Parents","Lindsay C. Gibson","If you grew up with an emotionally immature, unavailable, or selfish parent, you may have lingering feelings of anger, loneliness, betrayal, or abandonment. You may recall your childhood as a time when your emotional needs were not met, when your feelings were dismissed, or when you took on adult levels of responsibility in an effort to compensate for your parent’s behavior. These wounds can be healed, and you can move forward in your life.

In this breakthrough book, clinical psychologist Lindsay Gibson exposes the destructive nature of parents who are emotionally immature or unavailable. You will see how these parents create a sense of neglect, and discover ways to heal from the pain and confusion caused by your childhood. By freeing yourself from your parents’ emotional immaturity, you can recover your true nature, control how you react to them, and avoid disappointment. Finally, you’ll learn how to create positive, new relationships so you can build a better life.

Discover the four types of difficult parents:
The emotional parent instills feelings of instability and anxiety
The driven parent stays busy trying to perfect everything and everyone
The passive parent avoids dealing with anything upsetting
The rejecting parent is withdrawn, dismissive, and derogatory",201,2015,"New Harbinger",https://covers.openlibrary.org/b/id/13770729-L.jpg,9781626251700.jpg,,,,adult,intense,"melancholic, inspirational, thought_provoking",1,7.5,3.5,7,9,other,conversational,other,0.9,1,"Advice, How-To & Miscellaneous",9,10
9781665942485,"Growing Home","Beth Ferry","Talking plants, a grumpy goldfish and an inquisitive spider save the Tupper family from utter ruin. (Ages 6 to 9)",272,2025,"Simon & Schuster",https://covers.openlibrary.org/b/id/15158034-L.jpg,9781665942485.jpg,,,,children,light,"humorous, adventurous, cozy",1,1,6,1,3,ensemble,conversational,contemporary,0.95,1,"Children’s Middle Grade Hardcover",10,6
9780593622360,"The Day The Crayons Made Friends","Drew Daywalt","Duncan throws a dinner party to meet all his crayons' new friends. (Ages 4 to 8)",40,2025,Philomel,https://covers.openlibrary.org/b/isbn/9780593622360-L.jpg,9780593622360.jpg,,,,children,light,"humorous, cozy",1,1,4,1,2,found_family,conversational,contemporary,0.9,1,"Children’s Picture Books",8,6
9781368076746,Villains,"Serena Valentino","The stories of Disney’s most feared characters. (Ages 10 to 14)",304,2025,Disney,https://covers.openlibrary.org/b/isbn/9781368076746-L.jpg,9781368076746.jpg,,,,middle_grade,moderate,"mysterious, tense, thought_provoking",1,7,6,3,6,other,conversational,other,0.7,1,"Children’s & Young Adult Series",5,9
9780593711965,"Bones At The Crossroads","LaDarrion Williams","Malik is torn between honing his conjuring powers and living a normal life. (Ages 14 and up)",,,"Labyrinth Road",https://covers.openlibrary.org/b/isbn/9780593711965-L.jpg,,,,,young_adult,moderate,"thought_provoking, adventurous, tense",0.9,6,6,4,7,coming_of_age,conversational,urban,0.7,1,"Young Adult Hardcover",1,10
9780316569941,"The Hamptons Lawyer","James Patterson and Mike Lupica","The third book in the Jane Smith thriller series. Taking on a celebrity client proves dangerous.",,2025,"Little, Brown",https://covers.openlibrary.org/b/isbn/9780316569941-L.jpg,9780316569941.jpg,Fiction,"Jane Smith thriller series",3,adult,intense,"suspenseful, tense, mysterious",0.9,7.5,9.5,3,7,whodunit,cinematic,contemporary,0.85,1,"Combined Print & E-Book Fiction",1,1
9781538773352,"My Good Side","Scheana Shay","The actress and star of the reality TV series “Vanderpump Rules” shares behind-the-scenes stories and struggles she experienced in her life.",256,2025,"Grand Central",https://covers.openlibrary.org/b/isbn/9781538773352-L.jpg,9781538773352.jpg,Fiction,,,adult,moderate,"inspirational, thought_provoking, melancholic",0.9,4,5,3,7,coming_of_age,conversational,contemporary,0.8,1,"Combined Print & E-Book Nonfiction",1,4
9780307389008,"Legacy Of Ashes","Tim Weiner","The Pulitzer Prize–winning journalist examines failures at the Central Intelligence Agency; winner of the National Book Award.",812,2008,Vintage,https://covers.openlibrary.org/b/isbn/9780307389008-L.jpg,9780307389008.jpg,Fiction,,,adult,intense,"suspenseful, tense, thought_provoking",0.9,7,6,8,4,other,journalistic,urban,0.8,1,"Combined Print & E-Book Nonfiction",1,11
9781546009146,Butler,"Salena Zito","A firsthand account of the attempted assassination of Donald Trump during an open-air campaign rally in Pennsylvania on July 13, 2024.",256,2025,"Center Street",https://covers.openlibrary.org/b/isbn/9781546009146-L.jpg,9781546009146.jpg,Fiction,,,adult,intense,"tense, suspenseful, thought_provoking",0.9,8.5,9,6,8,other,journalistic,contemporary,0.85,1,"Combined Print & E-Book Nonfiction",3,13
9780593726341,"Arcana Academy","Elise Kova","To get out of prison, Clara Graysword makes a deal with the headmaster of the Arcana Academy to help him steal a tarot card from the king.",574,2025,"Del Rey",https://covers.openlibrary.org/b/isbn/9781399746243-L.jpg,9780593726341.jpg,Fiction,,,young_adult,moderate,"tense, mysterious, adventurous",0.8,6,8,4,7,redemption_arc,cinematic,academic,0.7,1,"Hardcover Fiction",1,5
9781538771228,"Rose In Chains","Julie Soto","After the dark forces win the war, Evermore's princess, Briony Rosewood, is auctioned off to a member of a family known for its viciousness.",464,2025,Forever,https://covers.openlibrary.org/b/isbn/9781538771228-L.jpg,9781538771228.jpg,Fiction,,,adult,dark,"tense, melancholic, romantic",0.85,8,6,5,8,enemies_to_lovers,conversational,dystopian,0.75,1,"Hardcover Fiction",3,13
9781668025628,"The Woman In Suite 11","Ruth Ware","The second book in the Lo Blacklock series. Blacklock attends the opening of a luxury Swiss hotel and gets swept up in a dangerous pursuit across Europe.",400,2025,Gallery/Scout,https://covers.openlibrary.org/b/id/15099466-L.jpg,9781668025628.jpg,Fiction,"Lo Blacklock series",2,adult,intense,"suspenseful, mysterious, adventurous",0.9,7,9,3,7,fish_out_of_water,conversational,contemporary,0.85,1,"Hardcover Fiction",3,14
9798217047802,"Who Is Government?","Michael Lewis",,272,2025,Riverhead,https://covers.openlibrary.org/b/isbn/9798217047802-L.jpg,9798217047802.jpg,Fiction,,,,,,,,,,,,,,,1,"Hardcover Nonfiction",8,11
9780063270183,"The Mission","Tim Weiner","The author of “Legacy of Ashes” chronicles changes and struggles at the Central Intelligence Agency in the 21st century.",336,2025,Mariner,https://covers.openlibrary.org/b/isbn/9780063270183-L.jpg,9780063270183.jpg,Fiction,,,adult,moderate,"thought_provoking, tense",0.85,7,4,8,4,other,journalistic,contemporary,0.8,1,"Hardcover Nonfiction",2,12
9781982185824,"I'M Glad My Mom Died","Jennette McCurdy","The actress and filmmaker describes her eating disorders and difficult relationship with her mother.",320,"9th August 2022","Simon & Schuster",https://covers.openlibrary.org/b/id/14611415-L.jpg,9781982185824.jpg,Fiction,,,adult,intense,"melancholic, thought_provoking, tense",0.9,9,6,6,10,coming_of_age,conversational,contemporary,0.85,1,"Hardcover Nonfiction",90,13
9780593438534,"Every Summer After","Carley Fortune","The love story of Percy and Sam is told over the course of six summers and one weekend.",,2022,Berkley,https://covers.openlibrary.org/b/id/12752489-L.jpg,9780593438534.jpg,Fiction,,,adult,moderate,"romantic, melancholic",0.9,3,5,2,8,other,conversational,contemporary,0.8,1,"Paperback Trade Fiction",17,12
9798217187430,"Problematic Summer Romance","Ali Hazelwood","Things get complicated between an older biotech guy and a struggling graduate student who go to a destination wedding.",,"May 2025",Berkley,https://covers.openlibrary.org/b/isbn/9798217187430-L.jpg,9798217187430.jpg,Fiction,,,adult,moderate,"romantic, tense",0.9,3,6,2,7,other,conversational,contemporary,0.8,1,"Paperback Trade Fiction",9,14
9781250853561,"The Nine","Gwen Strauss","During World War II, a group of women escaped from a death march and made their way back to Paris.",,2022,"St. Martin's Griffin",https://covers.openlibrary.org/b/isbn/9781250853561-L.jpg,9781250853561.jpg,Fiction,,,adult,intense,"adventurous, tense, melancholic",0.9,8.5,6.5,5.5,9,heros_journey,journalistic,other,0.8,1,"Paperback Nonfiction",2,15
9781368092203,"The Book Of Bill","Alex Hirsch",,,2024,"Hyperion Avenue",https://covers.openlibrary.org/b/id/15161011-L.jpg,9781368092203.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",34,5
9780593835951,"The Wishbone Kitchen Cookbook","Meredith Hayden with Rachel Holtzman",,288,2025,"Ten Speed",https://covers.openlibrary.org/b/isbn/9780593835951-L.jpg,9780593835951.jpg,,,,,,,,,,,,,,,,1,"Advice, How-To & Miscellaneous",12,6
9780063396357,Another,"Paul Tremblay","Casey Wilson meets a mysterious creature that’s taking over his life. (Ages 8 to 12)",256,2025,"Quill Tree",https://covers.openlibrary.org/b/isbn/9780063396357-L.jpg,9780063396357.jpg,,,,middle_grade,moderate,"mysterious, tense",0.9,5,6,3,6,fish_out_of_water,conversational,contemporary,0.75,1,"Children’s Middle Grade Hardcover",1,8
9780553537864,"Grumpy Monkey","Suzanne Lang","Jim Panzee is having a bad day. (Ages 3 to 7)",32,2018,"Random House",https://covers.openlibrary.org/b/isbn/9780553537864-L.jpg,9780553537864.jpg,,,,children,light,"humorous, inspirational",1,1,6,1,3,coming_of_age,conversational,wilderness,0.95,1,"Children’s Picture Books",79,6
9780759555402,"The Inheritance Games","Jennifer Lynn Barnes","Avery Grambs tries to figure out why an inheritance from a stranger was bestowed upon her. (Ages 12 to 18)",400,"Jul 27, 2021","Little, Brown",https://covers.openlibrary.org/b/id/14351078-L.jpg,9780759555402.jpg,,,,young_adult,moderate,"mysterious, suspenseful, tense",0.9,6.5,8.5,4.5,6,whodunit,conversational,contemporary,0.8,1,"Children’s & Young Adult Series",102,10
9798347100446,"A Treachery Of Swans","A.B. Poranek","A gothic fantasy inspired by ""Swan Lake."" (Ages 14 and up)",,,"Margaret K. McElderry",https://covers.openlibrary.org/b/isbn/9798347100446-L.jpg,,,,,young_adult,dark,"melancholic, mysterious, tense",0.9,8,4,5,8,forbidden_love,lyrical,other,0.8,1,"Young Adult Hardcover",5,6
9780063419001,"Watch Me","Tahereh Mafi","After 10 years, the Reestablishment looks to make a move on the New Republic of the West. (Ages 14 and up)",368,2025,Storytide,https://covers.openlibrary.org/b/isbn/9780063419001-L.jpg,9780063419001.jpg,,,,young_adult,moderate,"tense, suspenseful, thought_provoking",0.8,7,7,6,8,heros_journey,conversational,dystopian,0.7,1,"Young Adult Hardcover",15,7
9781419780509,"Avatar Legends: City Of Echoes","Judy I. Lin","Jin vows to help her friend Susu pay off a family debt. (Ages 13 to 18)",368,2025,Amulet,https://covers.openlibrary.org/b/isbn/9781419780509-L.jpg,9781419780509.jpg,,"Avatar Legends",,young_adult,moderate,"adventurous, tense, inspirational",0.9,3.5,6,3,7,coming_of_age,conversational,urban,0.7,1,"Young Adult Hardcover",1,8
9781250866929,"Rebel Witch","Kristen Ciccarelli","Rune and Gideon must join forces to stop a sinister plot by Cressida Roseblood. (Ages 13 to 18)",464,"February 18, 2025",Wednesday,https://covers.openlibrary.org/b/id/15144446-L.jpg,9781250866929.jpg,,,,young_adult,moderate,"adventurous, suspenseful",0.95,6,7,3,6,heros_journey,conversational,other,0.75,1,"Young Adult Hardcover",23,9
9780593650615,"A Forgery Of Fate","Elizabeth Lim","A girl agrees to marry a dragon lord to ensure her family's safety. (Ages 12 to 17)",,,Knopf,https://covers.openlibrary.org/b/isbn/9780593650615-L.jpg,,,,,young_adult,moderate,"romantic, adventurous, suspenseful",0.9,6,7,4,7,coming_of_age,lyrical,medieval,0.85,1,"Young Adult Hardcover",6,10
9781666684438,"Caught Up","Navessa Allen","The second book of the Into Darkness series. Nico “Junior” Trocci and Lauren Marchetti become ensnared in a game of seduction. Read by Teddy Hamilton, Kasi Hollowell and Jason June. 10 hours, 41 minutes unabridged.",370,2025,Slowburn,https://covers.openlibrary.org/b/isbn/9781638932253-L.jpg,9781666684438.jpg,Fiction,"Into Darkness",2,adult,intense,"romantic, tense, suspenseful",0.85,7.5,7,3,8,forbidden_love,conversational,contemporary,0.7,1,"Audio Fiction",1,1
9781668131640,"Never Flinch","Stephen King","Holly Gibney does double duty by helping head off acts of retribution and protecting a women’s rights activist. Read by Jessie Mueller and the author. 14 hours, 44 minutes unabridged.",439,2025,"Simon & Schuster Audio",https://covers.openlibrary.org/b/isbn/9781668089330-L.jpg,9781668131640.jpg,Fiction,,,adult,intense,"suspenseful, tense, mysterious",0.9,8.5,7,5,8,whodunit,conversational,contemporary,0.8,1,"Audio Fiction",2,4
9781666672138,"Lights Out","Navessa Allen","As Aly and Josh live out their dark fantasies, someone with sinister intentions impinges on them. Read by Elena Wolfe and Jacob Morgan. 13 hours, 38 minutes unabridged.",416,2024,Zando,https://covers.openlibrary.org/b/isbn/9781638932239-L.jpg,9781666672138.jpg,Fiction,,,adult,intense,"suspenseful, tense",0.9,9,7,3,8,other,conversational,contemporary,0.75,1,"Audio Fiction",8,10
9781668650592,Nightshade,"Michael Connelly","The Los Angeles County sheriff's detective Stilwell gets reassigned to Catalina Island, where he investigates a poaching case and a Jane Doe found in the harbor. Read by Will Damron. 9 hours, 3 minutes unabridged.",350,2025,"Hachette Audio",https://covers.openlibrary.org/b/isbn/9780316588485-L.jpg,9781668650592.jpg,Fiction,,,adult,dark,"mysterious, suspenseful, tense",0.9,7,7,6,5,whodunit,cinematic,small_town,0.9,1,"Audio Fiction",2,13
9781705085080,"Iron Flame","Rebecca Yarros","The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves. Read by Rebecca Soler and Teddy Hamilton. 28 hours, 16 minutes unabridged.",640,2023,"Recorded Books",https://covers.openlibrary.org/b/isbn/9780349437057-L.jpg,9781705085080.jpg,Fiction,"Empyrean series",2,adult,dark,"romantic, tense, adventurous",0.9,7.5,9,4.5,9,forbidden_love,cinematic,other,0.9,1,"Audio Fiction",17,15
9798217169450,"Original Sin","Jake Tapper and Alex Thompson","An account of Joe Biden’s initial decision to run for re-election in 2024 and its numerous consequences. Read by Jake Tapper. 8 hours, 52 minutes unabridged.",352,2025,"Penguin Audio",https://covers.openlibrary.org/b/isbn/9798217169450-L.jpg,9798217169450.jpg,Fiction,,,adult,moderate,"thought_provoking, tense",0.9,6.5,7,7,7.5,ensemble,journalistic,contemporary,0.8,1,"Audio Nonfiction",2,3
9781668149461,"How Countries Go Broke","Ray Dalio","The author of “Principles” evaluates the forces that contribute to what he calls the “big debt cycle.” Read by Jeremy Bobb and the author. 10 hours unabridged.",400,2025,"Simon & Schuster Audio",https://covers.openlibrary.org/b/isbn/9781501124068-L.jpg,9781668149461.jpg,Fiction,,,adult,intense,"thought_provoking, tense",0.6,6,3,9,2,other,academic,contemporary,0.5,1,"Audio Nonfiction",1,9
9780593664407,"A Clean Mess","Tiffany Jenkins","Jenkins recounts her journey from being incarcerated to becoming a sober mother of three children. Read by the author. 7 hours, 3 minutes unabridged.",304,2025,"Random House Audio",https://covers.openlibrary.org/b/isbn/9780593664407-L.jpg,9780593664407.jpg,Fiction,,,adult,intense,"inspirational, thought_provoking, melancholic",0.9,7.5,4.5,3.5,8.5,redemption_arc,conversational,contemporary,0.8,1,"Audio Nonfiction",1,11
9798217071999,"How To Lose Your Mother","Molly Jong-Fast","A contributing writer at Vanity Fair and podcast host describes her relationship with her mother, Erica Jong. Read by the author. 6 hours, 55 minutes unabridged.",,,"Penguin Audio",https://covers.openlibrary.org/b/isbn/9798217071999-L.jpg,,Fiction,,,adult,moderate,"thought_provoking, melancholic, humorous",0.85,6.5,3.5,6.5,8.5,other,conversational,contemporary,0.8,1,"Audio Nonfiction",1,13
